rating,verb,sel,routine,SubjId,language,freq
1,repay,hi,-routine,Subj124,English,med
2,book,hi,+routine,Subj124,English,med
3,ring,hi,-routine,Subj124,English,med
4,scramble,hi,+routine,Subj124,English,med
3,crush,lo,-routine,Subj125,English,med
4,manufacture,lo,+routine,Subj125,English,med
4,distribute,lo,-routine,Subj125,English,med
4,transport,lo,-routine,Subj125,English,med
4,repay,hi,+routine,Subj125,English,med
5,book,hi,+routine,Subj125,English,med
4,ring,hi,-routine,Subj125,English,med
4,scramble,hi,+routine,Subj125,English,med
4,crush,lo,-routine,Subj126,English,med
4,manufacture,lo,+routine,Subj126,English,med
4,distribute,lo,+routine,Subj126,English,med
3,transport,lo,-routine,Subj126,English,med
4,repay,hi,-routine,Subj126,English,med
4,book,hi,+routine,Subj126,English,med
4,ring,hi,+routine,Subj126,English,med
4,scramble,hi,+routine,Subj126,English,med
5,crush,lo,+routine,Subj127,English,med
3,manufacture,lo,-routine,Subj127,English,med
2,distribute,lo,-routine,Subj127,English,med
5,transport,lo,+routine,Subj127,English,med
2,repay,hi,-routine,Subj127,English,med
4,book,hi,-routine,Subj127,English,med
5,ring,hi,+routine,Subj127,English,med
2,scramble,hi,-routine,Subj127,English,med
4,butcher,med,+routine,Subj128,English,lo
4,demolish,med,-routine,Subj128,English,lo
4,whitewash,med,-routine,Subj128,English,lo
4,replenish,med,-routine,Subj128,English,lo
4,close,med,-routine,Subj128,English,hi
4,wash,med,-routine,Subj128,English,hi
4,roll,med,-routine,Subj128,English,hi
4,taste,med,+routine,Subj128,English,hi
4,crush,lo,-routine,Subj129,English,med
2,manufacture,lo,-routine,Subj129,English,med
3,distribute,lo,-routine,Subj129,English,med
3,transport,lo,+routine,Subj129,English,med
3,repay,hi,-routine,Subj129,English,med
4,book,hi,-routine,Subj129,English,med
4,ring,hi,-routine,Subj129,English,med
3,scramble,hi,-routine,Subj129,English,med
4,butcher,med,+routine,Subj130,English,lo
5,demolish,med,+routine,Subj130,English,lo
5,whitewash,med,-routine,Subj130,English,lo
4,replenish,med,+routine,Subj130,English,lo
5,close,med,+routine,Subj130,English,hi
5,wash,med,+routine,Subj130,English,hi
5,roll,med,+routine,Subj130,English,hi
5,taste,med,-routine,Subj130,English,hi
1,crush,lo,+routine,Subj131,English,med
1,manufacture,lo,-routine,Subj131,English,med
1,distribute,lo,-routine,Subj131,English,med
1,transport,lo,+routine,Subj131,English,med
1,repay,hi,-routine,Subj131,English,med
1,book,hi,-routine,Subj131,English,med
1,ring,hi,-routine,Subj131,English,med
1,scramble,hi,+routine,Subj131,English,med
3,crush,lo,+routine,Subj132,English,med
2,manufacture,lo,+routine,Subj132,English,med
3,distribute,lo,-routine,Subj132,English,med
4,transport,lo,+routine,Subj132,English,med
3,repay,hi,+routine,Subj132,English,med
3,book,hi,+routine,Subj132,English,med
4,ring,hi,+routine,Subj132,English,med
1,scramble,hi,-routine,Subj132,English,med
1,crush,lo,+routine,Subj133,English,med
2,manufacture,lo,-routine,Subj133,English,med
3,distribute,lo,+routine,Subj133,English,med
4,transport,lo,+routine,Subj133,English,med
2,repay,hi,-routine,Subj133,English,med
4,book,hi,+routine,Subj133,English,med
1,ring,hi,+routine,Subj133,English,med
2,scramble,hi,+routine,Subj133,English,med
3,butcher,med,-routine,Subj134,English,lo
4,demolish,med,+routine,Subj134,English,lo
4,whitewash,med,-routine,Subj134,English,lo
4,replenish,med,+routine,Subj134,English,lo
4,close,med,+routine,Subj134,English,hi
4,wash,med,+routine,Subj134,English,hi
4,roll,med,+routine,Subj134,English,hi
3,taste,med,-routine,Subj134,English,hi
2,butcher,med,-routine,Subj135,English,lo
2,demolish,med,-routine,Subj135,English,lo
1,whitewash,med,-routine,Subj135,English,lo
1,replenish,med,-routine,Subj135,English,lo
1,close,med,-routine,Subj135,English,hi
3,wash,med,+routine,Subj135,English,hi
3,roll,med,-routine,Subj135,English,hi
2,taste,med,+routine,Subj135,English,hi
3,crush,lo,+routine,Subj136,English,med
2,manufacture,lo,+routine,Subj136,English,med
2,distribute,lo,+routine,Subj136,English,med
2,transport,lo,-routine,Subj136,English,med
4,repay,hi,-routine,Subj136,English,med
3,book,hi,+routine,Subj136,English,med
2,ring,hi,+routine,Subj136,English,med
1,scramble,hi,+routine,Subj136,English,med
5,crush,lo,-routine,Subj137,English,med
5,manufacture,lo,+routine,Subj137,English,med
4,distribute,lo,+routine,Subj137,English,med
4,transport,lo,-routine,Subj137,English,med
4,repay,hi,+routine,Subj137,English,med
5,book,hi,-routine,Subj137,English,med
5,ring,hi,+routine,Subj137,English,med
4,scramble,hi,-routine,Subj137,English,med
1,butcher,med,-routine,Subj138,English,lo
1,demolish,med,-routine,Subj138,English,lo
2,whitewash,med,+routine,Subj138,English,lo
1,replenish,med,-routine,Subj138,English,lo
1,close,med,+routine,Subj138,English,hi
1,wash,med,-routine,Subj138,English,hi
1,roll,med,-routine,Subj138,English,hi
1,taste,med,-routine,Subj138,English,hi
4,butcher,med,-routine,Subj139,English,lo
2,demolish,med,-routine,Subj139,English,lo
4,whitewash,med,+routine,Subj139,English,lo
3,replenish,med,+routine,Subj139,English,lo
3,close,med,-routine,Subj139,English,hi
4,wash,med,-routine,Subj139,English,hi
4,roll,med,+routine,Subj139,English,hi
3,taste,med,-routine,Subj139,English,hi
5,butcher,med,+routine,Subj140,English,lo
2,demolish,med,-routine,Subj140,English,lo
3,whitewash,med,+routine,Subj140,English,lo
1,replenish,med,-routine,Subj140,English,lo
1,close,med,+routine,Subj140,English,hi
1,wash,med,-routine,Subj140,English,hi
1,roll,med,+routine,Subj140,English,hi
1,taste,med,-routine,Subj140,English,hi
2,crush,lo,-routine,Subj141,English,med
4,manufacture,lo,+routine,Subj141,English,med
3,distribute,lo,+routine,Subj141,English,med
4,transport,lo,-routine,Subj141,English,med
1,repay,hi,+routine,Subj141,English,med
3,book,hi,+routine,Subj141,English,med
3,ring,hi,-routine,Subj141,English,med
1,scramble,hi,+routine,Subj141,English,med
5,crush,lo,+routine,Subj142,English,med
5,manufacture,lo,+routine,Subj142,English,med
5,distribute,lo,-routine,Subj142,English,med
5,transport,lo,+routine,Subj142,English,med
5,repay,hi,+routine,Subj142,English,med
5,book,hi,-routine,Subj142,English,med
4,ring,hi,+routine,Subj142,English,med
5,scramble,hi,+routine,Subj142,English,med
3,crush,lo,+routine,Subj143,English,med
4,manufacture,lo,-routine,Subj143,English,med
3,distribute,lo,-routine,Subj143,English,med
5,transport,lo,-routine,Subj143,English,med
3,repay,hi,+routine,Subj143,English,med
4,book,hi,-routine,Subj143,English,med
4,ring,hi,+routine,Subj143,English,med
3,scramble,hi,-routine,Subj143,English,med
2,crush,lo,+routine,Subj144,English,med
3,manufacture,lo,+routine,Subj144,English,med
2,distribute,lo,-routine,Subj144,English,med
4,transport,lo,+routine,Subj144,English,med
3,repay,hi,-routine,Subj144,English,med
3,book,hi,+routine,Subj144,English,med
1,ring,hi,+routine,Subj144,English,med
2,scramble,hi,+routine,Subj144,English,med
1,crush,lo,+routine,Subj145,English,med
4,manufacture,lo,-routine,Subj145,English,med
3,distribute,lo,-routine,Subj145,English,med
4,transport,lo,-routine,Subj145,English,med
5,repay,hi,-routine,Subj145,English,med
4,book,hi,-routine,Subj145,English,med
1,ring,hi,+routine,Subj145,English,med
4,scramble,hi,-routine,Subj145,English,med
4,crush,lo,+routine,Subj146,English,med
5,manufacture,lo,-routine,Subj146,English,med
3,distribute,lo,-routine,Subj146,English,med
2,transport,lo,-routine,Subj146,English,med
2,repay,hi,-routine,Subj146,English,med
2,book,hi,-routine,Subj146,English,med
2,ring,hi,-routine,Subj146,English,med
2,scramble,hi,+routine,Subj146,English,med
2,butcher,med,-routine,Subj147,English,lo
2,demolish,med,-routine,Subj147,English,lo
4,whitewash,med,+routine,Subj147,English,lo
1,replenish,med,-routine,Subj147,English,lo
3,close,med,+routine,Subj147,English,hi
3,wash,med,-routine,Subj147,English,hi
1,roll,med,+routine,Subj147,English,hi
4,taste,med,+routine,Subj147,English,hi
5,butcher,med,-routine,Subj148,English,lo
2,demolish,med,+routine,Subj148,English,lo
4,whitewash,med,-routine,Subj148,English,lo
4,replenish,med,+routine,Subj148,English,lo
4,close,med,+routine,Subj148,English,hi
4,wash,med,-routine,Subj148,English,hi
4,roll,med,-routine,Subj148,English,hi
5,taste,med,+routine,Subj148,English,hi
4,butcher,med,-routine,Subj149,English,lo
3,demolish,med,-routine,Subj149,English,lo
4,whitewash,med,+routine,Subj149,English,lo
3,replenish,med,+routine,Subj149,English,lo
4,close,med,+routine,Subj149,English,hi
4,wash,med,-routine,Subj149,English,hi
4,roll,med,+routine,Subj149,English,hi
3,taste,med,-routine,Subj149,English,hi
3,butcher,med,+routine,Subj150,English,lo
2,demolish,med,-routine,Subj150,English,lo
3,whitewash,med,+routine,Subj150,English,lo
3,replenish,med,-routine,Subj150,English,lo
4,close,med,-routine,Subj150,English,hi
4,wash,med,-routine,Subj150,English,hi
3,roll,med,-routine,Subj150,English,hi
4,taste,med,-routine,Subj150,English,hi
4,crush,lo,+routine,Subj151,English,med
3,manufacture,lo,-routine,Subj151,English,med
4,distribute,lo,+routine,Subj151,English,med
4,transport,lo,-routine,Subj151,English,med
4,repay,hi,+routine,Subj151,English,med
3,book,hi,-routine,Subj151,English,med
3,ring,hi,-routine,Subj151,English,med
4,scramble,hi,-routine,Subj151,English,med
1,butcher,med,+routine,Subj152,English,lo
2,demolish,med,+routine,Subj152,English,lo
3,whitewash,med,+routine,Subj152,English,lo
1,replenish,med,+routine,Subj152,English,lo
4,close,med,+routine,Subj152,English,hi
1,wash,med,+routine,Subj152,English,hi
1,roll,med,-routine,Subj152,English,hi
1,taste,med,+routine,Subj152,English,hi
4,butcher,med,+routine,Subj153,English,lo
4,demolish,med,-routine,Subj153,English,lo
3,whitewash,med,-routine,Subj153,English,lo
2,replenish,med,+routine,Subj153,English,lo
3,close,med,-routine,Subj153,English,hi
3,wash,med,-routine,Subj153,English,hi
4,roll,med,-routine,Subj153,English,hi
3,taste,med,+routine,Subj153,English,hi
2,crush,lo,+routine,Subj154,English,med
2,manufacture,lo,-routine,Subj154,English,med
3,distribute,lo,-routine,Subj154,English,med
2,transport,lo,-routine,Subj154,English,med
3,repay,hi,+routine,Subj154,English,med
4,book,hi,-routine,Subj154,English,med
3,ring,hi,+routine,Subj154,English,med
3,scramble,hi,+routine,Subj154,English,med
3,butcher,med,+routine,Subj156,English,lo
5,demolish,med,+routine,Subj156,English,lo
5,whitewash,med,+routine,Subj156,English,lo
3,replenish,med,-routine,Subj156,English,lo
4,close,med,-routine,Subj156,English,hi
3,wash,med,+routine,Subj156,English,hi
4,roll,med,+routine,Subj156,English,hi
5,taste,med,-routine,Subj156,English,hi
2,crush,lo,+routine,Subj157,English,med
4,manufacture,lo,-routine,Subj157,English,med
3,distribute,lo,+routine,Subj157,English,med
3,transport,lo,+routine,Subj157,English,med
5,repay,hi,+routine,Subj157,English,med
4,book,hi,-routine,Subj157,English,med
2,ring,hi,-routine,Subj157,English,med
5,scramble,hi,+routine,Subj157,English,med
4,butcher,med,+routine,Subj158,English,lo
5,demolish,med,-routine,Subj158,English,lo
3,whitewash,med,-routine,Subj158,English,lo
4,replenish,med,-routine,Subj158,English,lo
5,close,med,-routine,Subj158,English,hi
4,wash,med,-routine,Subj158,English,hi
5,roll,med,-routine,Subj158,English,hi
5,taste,med,+routine,Subj158,English,hi
2,butcher,med,-routine,Subj159,English,lo
1,demolish,med,+routine,Subj159,English,lo
1,whitewash,med,+routine,Subj159,English,lo
1,replenish,med,+routine,Subj159,English,lo
4,close,med,-routine,Subj159,English,hi
3,wash,med,-routine,Subj159,English,hi
2,roll,med,-routine,Subj159,English,hi
1,taste,med,-routine,Subj159,English,hi
1,crush,lo,+routine,Subj160,English,med
1,manufacture,lo,-routine,Subj160,English,med
2,distribute,lo,-routine,Subj160,English,med
1,transport,lo,-routine,Subj160,English,med
2,repay,hi,+routine,Subj160,English,med
2,book,hi,-routine,Subj160,English,med
1,ring,hi,-routine,Subj160,English,med
1,scramble,hi,-routine,Subj160,English,med
2,butcher,med,-routine,Subj161,English,lo
1,demolish,med,-routine,Subj161,English,lo
4,whitewash,med,+routine,Subj161,English,lo
4,replenish,med,+routine,Subj161,English,lo
1,close,med,-routine,Subj161,English,hi
2,wash,med,-routine,Subj161,English,hi
1,roll,med,+routine,Subj161,English,hi
2,taste,med,-routine,Subj161,English,hi
4,crush,lo,-routine,Subj162,English,med
1,manufacture,lo,-routine,Subj162,English,med
4,distribute,lo,+routine,Subj162,English,med
1,transport,lo,-routine,Subj162,English,med
3,repay,hi,+routine,Subj162,English,med
2,book,hi,-routine,Subj162,English,med
2,ring,hi,-routine,Subj162,English,med
1,scramble,hi,+routine,Subj162,English,med
4,butcher,med,+routine,Subj163,English,lo
3,demolish,med,-routine,Subj163,English,lo
3,whitewash,med,+routine,Subj163,English,lo
4,replenish,med,+routine,Subj163,English,lo
2,close,med,+routine,Subj163,English,hi
4,wash,med,+routine,Subj163,English,hi
5,roll,med,+routine,Subj163,English,hi
5,taste,med,+routine,Subj163,English,hi
3,crush,lo,+routine,Subj164,English,med
4,manufacture,lo,+routine,Subj164,English,med
2,distribute,lo,+routine,Subj164,English,med
3,transport,lo,+routine,Subj164,English,med
3,repay,hi,+routine,Subj164,English,med
2,book,hi,+routine,Subj164,English,med
3,ring,hi,+routine,Subj164,English,med
3,scramble,hi,-routine,Subj164,English,med
3,crush,lo,+routine,Subj165,English,med
4,manufacture,lo,-routine,Subj165,English,med
4,distribute,lo,+routine,Subj165,English,med
4,transport,lo,+routine,Subj165,English,med
4,repay,hi,+routine,Subj165,English,med
3,book,hi,+routine,Subj165,English,med
5,ring,hi,+routine,Subj165,English,med
2,scramble,hi,+routine,Subj165,English,med
1,crush,lo,+routine,Subj166,English,med
1,manufacture,lo,+routine,Subj166,English,med
1,distribute,lo,-routine,Subj166,English,med
1,transport,lo,+routine,Subj166,English,med
2,repay,hi,-routine,Subj166,English,med
1,book,hi,-routine,Subj166,English,med
1,ring,hi,-routine,Subj166,English,med
1,scramble,hi,-routine,Subj166,English,med
5,crush,lo,-routine,Subj167,English,med
3,manufacture,lo,-routine,Subj167,English,med
4,distribute,lo,-routine,Subj167,English,med
4,transport,lo,+routine,Subj167,English,med
5,repay,hi,+routine,Subj167,English,med
4,book,hi,+routine,Subj167,English,med
3,ring,hi,+routine,Subj167,English,med
4,scramble,hi,-routine,Subj167,English,med
4,butcher,med,-routine,Subj168,English,lo
4,demolish,med,-routine,Subj168,English,lo
2,whitewash,med,-routine,Subj168,English,lo
3,replenish,med,-routine,Subj168,English,lo
3,close,med,+routine,Subj168,English,hi
2,wash,med,-routine,Subj168,English,hi
1,roll,med,+routine,Subj168,English,hi
1,taste,med,-routine,Subj168,English,hi
1,crush,lo,-routine,Subj169,English,med
3,manufacture,lo,+routine,Subj169,English,med
2,distribute,lo,-routine,Subj169,English,med
3,transport,lo,+routine,Subj169,English,med
2,repay,hi,-routine,Subj169,English,med
2,book,hi,-routine,Subj169,English,med
1,ring,hi,+routine,Subj169,English,med
1,scramble,hi,+routine,Subj169,English,med
3,crush,lo,-routine,Subj170,English,med
1,manufacture,lo,-routine,Subj170,English,med
1,distribute,lo,-routine,Subj170,English,med
1,transport,lo,-routine,Subj170,English,med
1,repay,hi,+routine,Subj170,English,med
2,book,hi,+routine,Subj170,English,med
3,ring,hi,-routine,Subj170,English,med
1,scramble,hi,-routine,Subj170,English,med
1,butcher,med,-routine,Subj171,English,lo
3,demolish,med,-routine,Subj171,English,lo
1,whitewash,med,-routine,Subj171,English,lo
1,replenish,med,-routine,Subj171,English,lo
1,close,med,+routine,Subj171,English,hi
1,wash,med,+routine,Subj171,English,hi
1,roll,med,+routine,Subj171,English,hi
1,taste,med,-routine,Subj171,English,hi
4,butcher,med,+routine,Subj172,English,lo
5,demolish,med,+routine,Subj172,English,lo
4,whitewash,med,-routine,Subj172,English,lo
4,replenish,med,+routine,Subj172,English,lo
4,close,med,+routine,Subj172,English,hi
4,wash,med,+routine,Subj172,English,hi
1,roll,med,-routine,Subj172,English,hi
4,taste,med,-routine,Subj172,English,hi
1,crush,lo,+routine,Subj173,English,med
3,manufacture,lo,-routine,Subj173,English,med
4,distribute,lo,-routine,Subj173,English,med
5,transport,lo,+routine,Subj173,English,med
2,repay,hi,+routine,Subj173,English,med
4,book,hi,-routine,Subj173,English,med
4,ring,hi,-routine,Subj173,English,med
2,scramble,hi,-routine,Subj173,English,med
4,butcher,med,+routine,Subj174,English,lo
3,demolish,med,+routine,Subj174,English,lo
3,whitewash,med,+routine,Subj174,English,lo
2,replenish,med,-routine,Subj174,English,lo
4,close,med,+routine,Subj174,English,hi
2,wash,med,+routine,Subj174,English,hi
1,roll,med,-routine,Subj174,English,hi
2,taste,med,+routine,Subj174,English,hi
5,butcher,med,+routine,Subj175,English,lo
5,demolish,med,+routine,Subj175,English,lo
4,whitewash,med,+routine,Subj175,English,lo
4,replenish,med,-routine,Subj175,English,lo
4,close,med,-routine,Subj175,English,hi
4,wash,med,-routine,Subj175,English,hi
2,roll,med,+routine,Subj175,English,hi
4,taste,med,+routine,Subj175,English,hi
3,butcher,med,+routine,Subj176,English,lo
3,demolish,med,-routine,Subj176,English,lo
4,whitewash,med,-routine,Subj176,English,lo
2,replenish,med,+routine,Subj176,English,lo
4,close,med,-routine,Subj176,English,hi
3,wash,med,-routine,Subj176,English,hi
3,roll,med,+routine,Subj176,English,hi
4,taste,med,-routine,Subj176,English,hi
1,crush,lo,+routine,Subj177,English,med
2,manufacture,lo,+routine,Subj177,English,med
1,distribute,lo,+routine,Subj177,English,med
2,transport,lo,+routine,Subj177,English,med
1,repay,hi,+routine,Subj177,English,med
2,book,hi,+routine,Subj177,English,med
1,ring,hi,+routine,Subj177,English,med
1,scramble,hi,+routine,Subj177,English,med
3,crush,lo,+routine,Subj178,English,med
1,manufacture,lo,-routine,Subj178,English,med
2,distribute,lo,+routine,Subj178,English,med
1,transport,lo,-routine,Subj178,English,med
4,repay,hi,+routine,Subj178,English,med
4,book,hi,-routine,Subj178,English,med
2,ring,hi,+routine,Subj178,English,med
2,scramble,hi,+routine,Subj178,English,med
3,butcher,med,+routine,Subj179,English,lo
4,demolish,med,-routine,Subj179,English,lo
5,whitewash,med,+routine,Subj179,English,lo
5,replenish,med,+routine,Subj179,English,lo
3,close,med,-routine,Subj179,English,hi
4,wash,med,-routine,Subj179,English,hi
2,roll,med,-routine,Subj179,English,hi
4,taste,med,-routine,Subj179,English,hi
4,crush,lo,-routine,Subj180,English,med
4,manufacture,lo,-routine,Subj180,English,med
3,distribute,lo,+routine,Subj180,English,med
4,transport,lo,+routine,Subj180,English,med
5,repay,hi,-routine,Subj180,English,med
4,book,hi,+routine,Subj180,English,med
3,ring,hi,+routine,Subj180,English,med
5,scramble,hi,+routine,Subj180,English,med
5,butcher,med,-routine,Subj181,English,lo
5,demolish,med,-routine,Subj181,English,lo
4,whitewash,med,-routine,Subj181,English,lo
4,replenish,med,-routine,Subj181,English,lo
3,close,med,+routine,Subj181,English,hi
3,wash,med,-routine,Subj181,English,hi
3,roll,med,-routine,Subj181,English,hi
4,taste,med,-routine,Subj181,English,hi
4,crush,lo,-routine,Subj182,English,med
4,manufacture,lo,-routine,Subj182,English,med
3,distribute,lo,-routine,Subj182,English,med
5,transport,lo,+routine,Subj182,English,med
4,repay,hi,+routine,Subj182,English,med
3,book,hi,+routine,Subj182,English,med
5,ring,hi,+routine,Subj182,English,med
4,scramble,hi,-routine,Subj182,English,med
4,butcher,med,+routine,Subj183,English,lo
3,demolish,med,-routine,Subj183,English,lo
4,whitewash,med,-routine,Subj183,English,lo
4,replenish,med,-routine,Subj183,English,lo
1,close,med,+routine,Subj183,English,hi
3,wash,med,-routine,Subj183,English,hi
5,roll,med,+routine,Subj183,English,hi
4,taste,med,-routine,Subj183,English,hi
1,butcher,med,+routine,Subj184,English,lo
2,demolish,med,+routine,Subj184,English,lo
2,whitewash,med,-routine,Subj184,English,lo
2,replenish,med,+routine,Subj184,English,lo
1,close,med,+routine,Subj184,English,hi
1,wash,med,-routine,Subj184,English,hi
1,roll,med,-routine,Subj184,English,hi
1,taste,med,+routine,Subj184,English,hi
1,crush,lo,-routine,Subj185,English,med
1,manufacture,lo,+routine,Subj185,English,med
1,distribute,lo,-routine,Subj185,English,med
4,transport,lo,+routine,Subj185,English,med
1,repay,hi,+routine,Subj185,English,med
3,book,hi,+routine,Subj185,English,med
1,ring,hi,-routine,Subj185,English,med
1,scramble,hi,-routine,Subj185,English,med
3,butcher,med,+routine,Subj186,English,lo
2,demolish,med,-routine,Subj186,English,lo
2,whitewash,med,+routine,Subj186,English,lo
2,replenish,med,+routine,Subj186,English,lo
1,close,med,+routine,Subj186,English,hi
2,wash,med,+routine,Subj186,English,hi
1,roll,med,-routine,Subj186,English,hi
2,taste,med,-routine,Subj186,English,hi
1,crush,lo,+routine,Subj187,English,med
1,manufacture,lo,-routine,Subj187,English,med
1,distribute,lo,-routine,Subj187,English,med
1,transport,lo,-routine,Subj187,English,med
2,repay,hi,-routine,Subj187,English,med
3,book,hi,+routine,Subj187,English,med
1,ring,hi,-routine,Subj187,English,med
1,scramble,hi,-routine,Subj187,English,med
5,crush,lo,-routine,Subj188,English,med
5,manufacture,lo,+routine,Subj188,English,med
3,distribute,lo,+routine,Subj188,English,med
4,transport,lo,-routine,Subj188,English,med
5,repay,hi,+routine,Subj188,English,med
3,book,hi,+routine,Subj188,English,med
5,ring,hi,-routine,Subj188,English,med
3,scramble,hi,-routine,Subj188,English,med
1,crush,lo,-routine,Subj189,English,med
1,manufacture,lo,+routine,Subj189,English,med
1,distribute,lo,-routine,Subj189,English,med
1,transport,lo,+routine,Subj189,English,med
1,repay,hi,-routine,Subj189,English,med
2,book,hi,-routine,Subj189,English,med
1,ring,hi,-routine,Subj189,English,med
1,scramble,hi,+routine,Subj189,English,med
5,butcher,med,+routine,Subj190,English,lo
4,demolish,med,-routine,Subj190,English,lo
5,whitewash,med,-routine,Subj190,English,lo
4,replenish,med,-routine,Subj190,English,lo
4,close,med,+routine,Subj190,English,hi
5,wash,med,-routine,Subj190,English,hi
4,roll,med,-routine,Subj190,English,hi
4,taste,med,-routine,Subj190,English,hi
3,butcher,med,-routine,Subj191,English,lo
2,demolish,med,-routine,Subj191,English,lo
4,whitewash,med,+routine,Subj191,English,lo
1,replenish,med,-routine,Subj191,English,lo
3,close,med,+routine,Subj191,English,hi
2,wash,med,-routine,Subj191,English,hi
3,roll,med,-routine,Subj191,English,hi
2,taste,med,-routine,Subj191,English,hi
2,butcher,med,-routine,Subj192,English,lo
3,demolish,med,-routine,Subj192,English,lo
1,whitewash,med,-routine,Subj192,English,lo
2,replenish,med,-routine,Subj192,English,lo
1,close,med,-routine,Subj192,English,hi
4,wash,med,-routine,Subj192,English,hi
4,roll,med,+routine,Subj192,English,hi
1,taste,med,+routine,Subj192,English,hi
1,butcher,med,+routine,Subj193,English,lo
4,demolish,med,-routine,Subj193,English,lo
3,whitewash,med,+routine,Subj193,English,lo
1,replenish,med,-routine,Subj193,English,lo
1,close,med,+routine,Subj193,English,hi
4,wash,med,-routine,Subj193,English,hi
1,roll,med,-routine,Subj193,English,hi
2,taste,med,+routine,Subj193,English,hi
2,crush,lo,-routine,Subj194,English,med
1,manufacture,lo,+routine,Subj194,English,med
1,distribute,lo,-routine,Subj194,English,med
1,transport,lo,-routine,Subj194,English,med
1,repay,hi,+routine,Subj194,English,med
3,book,hi,-routine,Subj194,English,med
1,ring,hi,-routine,Subj194,English,med
1,scramble,hi,-routine,Subj194,English,med
5,butcher,med,-routine,Subj195,English,lo
4,demolish,med,+routine,Subj195,English,lo
4,whitewash,med,-routine,Subj195,English,lo
4,replenish,med,-routine,Subj195,English,lo
3,close,med,+routine,Subj195,English,hi
3,wash,med,+routine,Subj195,English,hi
4,roll,med,+routine,Subj195,English,hi
4,taste,med,-routine,Subj195,English,hi
2,butcher,med,-routine,Subj196,English,lo
3,demolish,med,+routine,Subj196,English,lo
2,whitewash,med,-routine,Subj196,English,lo
1,replenish,med,-routine,Subj196,English,lo
1,close,med,-routine,Subj196,English,hi
2,wash,med,+routine,Subj196,English,hi
2,roll,med,+routine,Subj196,English,hi
1,taste,med,-routine,Subj196,English,hi
1,butcher,med,-routine,Subj197,English,lo
2,demolish,med,+routine,Subj197,English,lo
3,whitewash,med,+routine,Subj197,English,lo
1,replenish,med,+routine,Subj197,English,lo
2,close,med,+routine,Subj197,English,hi
1,wash,med,-routine,Subj197,English,hi
1,roll,med,-routine,Subj197,English,hi
1,taste,med,+routine,Subj197,English,hi
3,crush,lo,+routine,Subj198,English,med
1,manufacture,lo,-routine,Subj198,English,med
3,distribute,lo,+routine,Subj198,English,med
1,transport,lo,-routine,Subj198,English,med
3,repay,hi,-routine,Subj198,English,med
1,book,hi,-routine,Subj198,English,med
1,ring,hi,-routine,Subj198,English,med
4,scramble,hi,-routine,Subj198,English,med
3,crush,lo,-routine,Subj199,English,med
1,manufacture,lo,-routine,Subj199,English,med
1,distribute,lo,-routine,Subj199,English,med
1,transport,lo,-routine,Subj199,English,med
1,repay,hi,-routine,Subj199,English,med
1,book,hi,+routine,Subj199,English,med
1,ring,hi,-routine,Subj199,English,med
1,scramble,hi,-routine,Subj199,English,med
2,butcher,med,+routine,Subj200,English,lo
2,demolish,med,-routine,Subj200,English,lo
2,whitewash,med,+routine,Subj200,English,lo
4,replenish,med,-routine,Subj200,English,lo
3,close,med,-routine,Subj200,English,hi
2,wash,med,-routine,Subj200,English,hi
1,roll,med,-routine,Subj200,English,hi
1,taste,med,+routine,Subj200,English,hi
4,butcher,med,+routine,Subj201,English,lo
2,demolish,med,-routine,Subj201,English,lo
5,whitewash,med,+routine,Subj201,English,lo
1,replenish,med,-routine,Subj201,English,lo
1,close,med,+routine,Subj201,English,hi
2,wash,med,-routine,Subj201,English,hi
1,roll,med,-routine,Subj201,English,hi
1,taste,med,-routine,Subj201,English,hi
3,crush,lo,+routine,Subj202,English,med
4,manufacture,lo,-routine,Subj202,English,med
2,distribute,lo,+routine,Subj202,English,med
3,transport,lo,+routine,Subj202,English,med
2,repay,hi,-routine,Subj202,English,med
3,book,hi,-routine,Subj202,English,med
4,ring,hi,+routine,Subj202,English,med
4,scramble,hi,+routine,Subj202,English,med
1,butcher,med,-routine,Subj203,English,lo
2,demolish,med,+routine,Subj203,English,lo
3,whitewash,med,-routine,Subj203,English,lo
1,replenish,med,+routine,Subj203,English,lo
5,close,med,+routine,Subj203,English,hi
2,wash,med,+routine,Subj203,English,hi
2,roll,med,+routine,Subj203,English,hi
2,taste,med,-routine,Subj203,English,hi
3,butcher,med,-routine,Subj204,English,lo
2,demolish,med,-routine,Subj204,English,lo
5,whitewash,med,+routine,Subj204,English,lo
4,replenish,med,+routine,Subj204,English,lo
4,close,med,+routine,Subj204,English,hi
2,wash,med,+routine,Subj204,English,hi
2,roll,med,+routine,Subj204,English,hi
2,taste,med,-routine,Subj204,English,hi
4,crush,lo,+routine,Subj205,English,med
2,manufacture,lo,-routine,Subj205,English,med
4,distribute,lo,-routine,Subj205,English,med
4,transport,lo,+routine,Subj205,English,med
3,repay,hi,+routine,Subj205,English,med
2,book,hi,+routine,Subj205,English,med
3,ring,hi,-routine,Subj205,English,med
4,scramble,hi,-routine,Subj205,English,med
2,crush,lo,+routine,Subj206,English,med
3,manufacture,lo,+routine,Subj206,English,med
4,distribute,lo,+routine,Subj206,English,med
4,transport,lo,+routine,Subj206,English,med
2,repay,hi,+routine,Subj206,English,med
2,book,hi,-routine,Subj206,English,med
3,ring,hi,-routine,Subj206,English,med
3,scramble,hi,-routine,Subj206,English,med
