rating,verb,sel,routine,SubjId,language,freq
3,butcher,med,+routine,Subj207,English,lo
3,demolish,med,-routine,Subj207,English,lo
5,whitewash,med,+routine,Subj207,English,lo
3,replenish,med,+routine,Subj207,English,lo
4,close,med,+routine,Subj207,English,hi
3,wash,med,-routine,Subj207,English,hi
4,roll,med,-routine,Subj207,English,hi
4,taste,med,+routine,Subj207,English,hi
4,crush,lo,+routine,Subj208,English,med
4,manufacture,lo,-routine,Subj208,English,med
3,distribute,lo,-routine,Subj208,English,med
2,transport,lo,-routine,Subj208,English,med
3,repay,hi,-routine,Subj208,English,med
3,book,hi,+routine,Subj208,English,med
4,ring,hi,+routine,Subj208,English,med
3,scramble,hi,+routine,Subj208,English,med
4,butcher,med,+routine,Subj209,English,lo
4,demolish,med,-routine,Subj209,English,lo
4,whitewash,med,+routine,Subj209,English,lo
4,replenish,med,-routine,Subj209,English,lo
4,close,med,+routine,Subj209,English,hi
3,wash,med,+routine,Subj209,English,hi
3,roll,med,-routine,Subj209,English,hi
4,taste,med,+routine,Subj209,English,hi
1,crush,lo,-routine,Subj210,English,med
2,manufacture,lo,+routine,Subj210,English,med
4,distribute,lo,-routine,Subj210,English,med
1,transport,lo,+routine,Subj210,English,med
5,repay,hi,+routine,Subj210,English,med
5,book,hi,+routine,Subj210,English,med
1,ring,hi,+routine,Subj210,English,med
1,scramble,hi,-routine,Subj210,English,med
5,butcher,med,-routine,Subj211,English,lo
4,demolish,med,+routine,Subj211,English,lo
4,whitewash,med,+routine,Subj211,English,lo
5,replenish,med,-routine,Subj211,English,lo
3,close,med,-routine,Subj211,English,hi
5,wash,med,+routine,Subj211,English,hi
5,roll,med,-routine,Subj211,English,hi
5,taste,med,+routine,Subj211,English,hi
4,butcher,med,-routine,Subj212,English,lo
5,demolish,med,+routine,Subj212,English,lo
5,whitewash,med,+routine,Subj212,English,lo
4,replenish,med,+routine,Subj212,English,lo
5,close,med,-routine,Subj212,English,hi
5,wash,med,-routine,Subj212,English,hi
5,roll,med,-routine,Subj212,English,hi
5,taste,med,-routine,Subj212,English,hi
1,butcher,med,-routine,Subj213,English,lo
2,demolish,med,+routine,Subj213,English,lo
3,whitewash,med,+routine,Subj213,English,lo
1,replenish,med,-routine,Subj213,English,lo
4,close,med,-routine,Subj213,English,hi
1,wash,med,-routine,Subj213,English,hi
1,roll,med,+routine,Subj213,English,hi
2,taste,med,+routine,Subj213,English,hi
1,crush,lo,-routine,Subj214,English,med
1,manufacture,lo,-routine,Subj214,English,med
1,distribute,lo,-routine,Subj214,English,med
1,transport,lo,+routine,Subj214,English,med
3,repay,hi,+routine,Subj214,English,med
5,book,hi,+routine,Subj214,English,med
4,ring,hi,+routine,Subj214,English,med
1,scramble,hi,-routine,Subj214,English,med
3,butcher,med,+routine,Subj215,English,lo
2,demolish,med,+routine,Subj215,English,lo
3,whitewash,med,-routine,Subj215,English,lo
5,replenish,med,-routine,Subj215,English,lo
4,close,med,-routine,Subj215,English,hi
3,wash,med,+routine,Subj215,English,hi
4,roll,med,+routine,Subj215,English,hi
5,taste,med,-routine,Subj215,English,hi
3,butcher,med,-routine,Subj216,English,lo
3,demolish,med,+routine,Subj216,English,lo
4,whitewash,med,-routine,Subj216,English,lo
4,replenish,med,+routine,Subj216,English,lo
4,close,med,-routine,Subj216,English,hi
4,wash,med,+routine,Subj216,English,hi
3,roll,med,+routine,Subj216,English,hi
4,taste,med,+routine,Subj216,English,hi
1,butcher,med,+routine,Subj217,English,lo
2,demolish,med,-routine,Subj217,English,lo
4,whitewash,med,+routine,Subj217,English,lo
1,replenish,med,-routine,Subj217,English,lo
4,close,med,-routine,Subj217,English,hi
1,wash,med,+routine,Subj217,English,hi
1,roll,med,-routine,Subj217,English,hi
3,taste,med,-routine,Subj217,English,hi
3,crush,lo,-routine,Subj218,English,med
1,manufacture,lo,-routine,Subj218,English,med
5,distribute,lo,+routine,Subj218,English,med
3,transport,lo,-routine,Subj218,English,med
4,repay,hi,+routine,Subj218,English,med
1,book,hi,-routine,Subj218,English,med
1,ring,hi,-routine,Subj218,English,med
4,scramble,hi,-routine,Subj218,English,med
5,butcher,med,-routine,Subj219,English,lo
5,demolish,med,-routine,Subj219,English,lo
5,whitewash,med,-routine,Subj219,English,lo
5,replenish,med,+routine,Subj219,English,lo
5,close,med,-routine,Subj219,English,hi
5,wash,med,+routine,Subj219,English,hi
5,roll,med,+routine,Subj219,English,hi
5,taste,med,+routine,Subj219,English,hi
4,crush,lo,+routine,Subj220,English,med
4,manufacture,lo,+routine,Subj220,English,med
4,distribute,lo,-routine,Subj220,English,med
4,transport,lo,+routine,Subj220,English,med
4,repay,hi,-routine,Subj220,English,med
4,book,hi,-routine,Subj220,English,med
4,ring,hi,+routine,Subj220,English,med
4,scramble,hi,-routine,Subj220,English,med
3,butcher,med,+routine,Subj221,English,lo
4,demolish,med,+routine,Subj221,English,lo
4,whitewash,med,+routine,Subj221,English,lo
4,replenish,med,+routine,Subj221,English,lo
5,close,med,-routine,Subj221,English,hi
4,wash,med,+routine,Subj221,English,hi
3,roll,med,-routine,Subj221,English,hi
4,taste,med,+routine,Subj221,English,hi
5,crush,lo,+routine,Subj222,English,med
4,manufacture,lo,-routine,Subj222,English,med
4,distribute,lo,+routine,Subj222,English,med
3,transport,lo,+routine,Subj222,English,med
3,repay,hi,-routine,Subj222,English,med
4,book,hi,-routine,Subj222,English,med
4,ring,hi,-routine,Subj222,English,med
4,scramble,hi,-routine,Subj222,English,med
1,butcher,med,+routine,Subj223,English,lo
2,demolish,med,+routine,Subj223,English,lo
3,whitewash,med,+routine,Subj223,English,lo
1,replenish,med,-routine,Subj223,English,lo
1,close,med,+routine,Subj223,English,hi
2,wash,med,-routine,Subj223,English,hi
1,roll,med,-routine,Subj223,English,hi
1,taste,med,+routine,Subj223,English,hi
2,butcher,med,+routine,Subj224,English,lo
1,demolish,med,+routine,Subj224,English,lo
3,whitewash,med,-routine,Subj224,English,lo
1,replenish,med,-routine,Subj224,English,lo
1,close,med,-routine,Subj224,English,hi
1,wash,med,-routine,Subj224,English,hi
2,roll,med,+routine,Subj224,English,hi
3,taste,med,+routine,Subj224,English,hi
2,crush,lo,-routine,Subj225,English,med
5,manufacture,lo,+routine,Subj225,English,med
5,distribute,lo,-routine,Subj225,English,med
5,transport,lo,-routine,Subj225,English,med
2,repay,hi,-routine,Subj225,English,med
5,book,hi,+routine,Subj225,English,med
5,ring,hi,-routine,Subj225,English,med
5,scramble,hi,-routine,Subj225,English,med
1,crush,lo,+routine,Subj226,English,med
3,manufacture,lo,-routine,Subj226,English,med
3,distribute,lo,+routine,Subj226,English,med
1,transport,lo,+routine,Subj226,English,med
2,repay,hi,+routine,Subj226,English,med
2,book,hi,+routine,Subj226,English,med
1,ring,hi,+routine,Subj226,English,med
5,scramble,hi,+routine,Subj226,English,med
3,crush,lo,-routine,Subj227,English,med
3,manufacture,lo,-routine,Subj227,English,med
3,distribute,lo,-routine,Subj227,English,med
4,transport,lo,-routine,Subj227,English,med
5,repay,hi,+routine,Subj227,English,med
5,book,hi,+routine,Subj227,English,med
3,ring,hi,+routine,Subj227,English,med
5,scramble,hi,-routine,Subj227,English,med
1,crush,lo,+routine,Subj228,English,med
1,manufacture,lo,+routine,Subj228,English,med
1,distribute,lo,-routine,Subj228,English,med
2,transport,lo,+routine,Subj228,English,med
2,repay,hi,+routine,Subj228,English,med
4,book,hi,-routine,Subj228,English,med
2,ring,hi,+routine,Subj228,English,med
1,scramble,hi,+routine,Subj228,English,med
3,butcher,med,+routine,Subj229,English,lo
2,demolish,med,-routine,Subj229,English,lo
2,whitewash,med,+routine,Subj229,English,lo
1,replenish,med,+routine,Subj229,English,lo
5,close,med,+routine,Subj229,English,hi
1,wash,med,+routine,Subj229,English,hi
1,roll,med,-routine,Subj229,English,hi
1,taste,med,+routine,Subj229,English,hi
2,crush,lo,+routine,Subj230,English,med
2,manufacture,lo,+routine,Subj230,English,med
3,distribute,lo,-routine,Subj230,English,med
1,transport,lo,-routine,Subj230,English,med
2,repay,hi,+routine,Subj230,English,med
4,book,hi,+routine,Subj230,English,med
2,ring,hi,-routine,Subj230,English,med
1,scramble,hi,+routine,Subj230,English,med
3,butcher,med,+routine,Subj231,English,lo
3,demolish,med,-routine,Subj231,English,lo
3,whitewash,med,+routine,Subj231,English,lo
2,replenish,med,-routine,Subj231,English,lo
3,close,med,+routine,Subj231,English,hi
3,wash,med,+routine,Subj231,English,hi
2,roll,med,-routine,Subj231,English,hi
4,taste,med,-routine,Subj231,English,hi
1,crush,lo,+routine,Subj232,English,med
4,manufacture,lo,-routine,Subj232,English,med
1,distribute,lo,+routine,Subj232,English,med
1,transport,lo,+routine,Subj232,English,med
2,repay,hi,+routine,Subj232,English,med
1,book,hi,-routine,Subj232,English,med
1,ring,hi,-routine,Subj232,English,med
1,scramble,hi,+routine,Subj232,English,med
1,crush,lo,+routine,Subj233,English,med
2,manufacture,lo,-routine,Subj233,English,med
2,distribute,lo,+routine,Subj233,English,med
1,transport,lo,-routine,Subj233,English,med
1,repay,hi,-routine,Subj233,English,med
2,book,hi,-routine,Subj233,English,med
2,ring,hi,-routine,Subj233,English,med
1,scramble,hi,+routine,Subj233,English,med
1,crush,lo,-routine,Subj234,English,med
4,manufacture,lo,+routine,Subj234,English,med
4,distribute,lo,+routine,Subj234,English,med
2,transport,lo,-routine,Subj234,English,med
1,repay,hi,+routine,Subj234,English,med
4,book,hi,-routine,Subj234,English,med
1,ring,hi,-routine,Subj234,English,med
4,scramble,hi,-routine,Subj234,English,med
5,butcher,med,+routine,Subj235,English,lo
4,demolish,med,+routine,Subj235,English,lo
4,whitewash,med,+routine,Subj235,English,lo
5,replenish,med,+routine,Subj235,English,lo
4,close,med,-routine,Subj235,English,hi
4,wash,med,+routine,Subj235,English,hi
4,roll,med,+routine,Subj235,English,hi
5,taste,med,+routine,Subj235,English,hi
2,butcher,med,-routine,Subj236,English,lo
1,demolish,med,-routine,Subj236,English,lo
3,whitewash,med,+routine,Subj236,English,lo
2,replenish,med,-routine,Subj236,English,lo
3,close,med,+routine,Subj236,English,hi
1,wash,med,-routine,Subj236,English,hi
2,roll,med,-routine,Subj236,English,hi
2,taste,med,-routine,Subj236,English,hi
3,crush,lo,+routine,Subj237,English,med
4,manufacture,lo,-routine,Subj237,English,med
4,distribute,lo,-routine,Subj237,English,med
2,transport,lo,+routine,Subj237,English,med
3,repay,hi,-routine,Subj237,English,med
4,book,hi,-routine,Subj237,English,med
3,ring,hi,+routine,Subj237,English,med
2,scramble,hi,-routine,Subj237,English,med
4,butcher,med,-routine,Subj238,English,lo
5,demolish,med,+routine,Subj238,English,lo
3,whitewash,med,+routine,Subj238,English,lo
2,replenish,med,+routine,Subj238,English,lo
3,close,med,-routine,Subj238,English,hi
3,wash,med,+routine,Subj238,English,hi
3,roll,med,+routine,Subj238,English,hi
3,taste,med,-routine,Subj238,English,hi
2,crush,lo,-routine,Subj239,English,med
2,manufacture,lo,-routine,Subj239,English,med
3,distribute,lo,-routine,Subj239,English,med
2,transport,lo,+routine,Subj239,English,med
2,repay,hi,+routine,Subj239,English,med
4,book,hi,+routine,Subj239,English,med
4,ring,hi,-routine,Subj239,English,med
1,scramble,hi,-routine,Subj239,English,med
2,butcher,med,-routine,Subj240,English,lo
3,demolish,med,+routine,Subj240,English,lo
3,whitewash,med,+routine,Subj240,English,lo
1,replenish,med,+routine,Subj240,English,lo
1,close,med,+routine,Subj240,English,hi
2,wash,med,+routine,Subj240,English,hi
1,roll,med,-routine,Subj240,English,hi
1,taste,med,-routine,Subj240,English,hi
4,butcher,med,+routine,Subj241,English,lo
3,demolish,med,-routine,Subj241,English,lo
4,whitewash,med,-routine,Subj241,English,lo
3,replenish,med,-routine,Subj241,English,lo
3,close,med,-routine,Subj241,English,hi
4,wash,med,-routine,Subj241,English,hi
4,roll,med,+routine,Subj241,English,hi
4,taste,med,+routine,Subj241,English,hi
1,crush,lo,+routine,Subj242,English,med
1,manufacture,lo,+routine,Subj242,English,med
1,distribute,lo,-routine,Subj242,English,med
1,transport,lo,+routine,Subj242,English,med
1,repay,hi,-routine,Subj242,English,med
1,book,hi,+routine,Subj242,English,med
3,ring,hi,+routine,Subj242,English,med
1,scramble,hi,+routine,Subj242,English,med
2,butcher,med,+routine,Subj243,English,lo
1,demolish,med,-routine,Subj243,English,lo
4,whitewash,med,-routine,Subj243,English,lo
1,replenish,med,+routine,Subj243,English,lo
5,close,med,+routine,Subj243,English,hi
1,wash,med,-routine,Subj243,English,hi
1,roll,med,+routine,Subj243,English,hi
1,taste,med,-routine,Subj243,English,hi
5,crush,lo,+routine,Subj244,English,med
5,manufacture,lo,-routine,Subj244,English,med
4,distribute,lo,-routine,Subj244,English,med
5,transport,lo,-routine,Subj244,English,med
4,repay,hi,+routine,Subj244,English,med
5,book,hi,+routine,Subj244,English,med
5,ring,hi,+routine,Subj244,English,med
5,scramble,hi,+routine,Subj244,English,med
3,butcher,med,-routine,Subj245,English,lo
4,demolish,med,+routine,Subj245,English,lo
4,whitewash,med,-routine,Subj245,English,lo
3,replenish,med,-routine,Subj245,English,lo
2,close,med,+routine,Subj245,English,hi
4,wash,med,+routine,Subj245,English,hi
4,roll,med,-routine,Subj245,English,hi
3,taste,med,+routine,Subj245,English,hi
1,crush,lo,+routine,Subj246,English,med
2,manufacture,lo,+routine,Subj246,English,med
2,distribute,lo,-routine,Subj246,English,med
2,transport,lo,-routine,Subj246,English,med
1,repay,hi,-routine,Subj246,English,med
1,book,hi,-routine,Subj246,English,med
1,ring,hi,+routine,Subj246,English,med
1,scramble,hi,-routine,Subj246,English,med
3,crush,lo,+routine,Subj247,English,med
5,manufacture,lo,+routine,Subj247,English,med
3,distribute,lo,+routine,Subj247,English,med
4,transport,lo,+routine,Subj247,English,med
3,repay,hi,+routine,Subj247,English,med
4,book,hi,+routine,Subj247,English,med
3,ring,hi,+routine,Subj247,English,med
4,scramble,hi,+routine,Subj247,English,med
4,butcher,med,-routine,Subj248,English,lo
3,demolish,med,-routine,Subj248,English,lo
3,whitewash,med,-routine,Subj248,English,lo
1,replenish,med,+routine,Subj248,English,lo
4,close,med,+routine,Subj248,English,hi
3,wash,med,+routine,Subj248,English,hi
2,roll,med,-routine,Subj248,English,hi
2,taste,med,-routine,Subj248,English,hi
5,butcher,med,+routine,Subj249,English,lo
3,demolish,med,-routine,Subj249,English,lo
4,whitewash,med,+routine,Subj249,English,lo
3,replenish,med,-routine,Subj249,English,lo
5,close,med,+routine,Subj249,English,hi
5,wash,med,+routine,Subj249,English,hi
3,roll,med,+routine,Subj249,English,hi
5,taste,med,+routine,Subj249,English,hi
4,butcher,med,+routine,Subj250,English,lo
4,demolish,med,-routine,Subj250,English,lo
4,whitewash,med,+routine,Subj250,English,lo
4,replenish,med,+routine,Subj250,English,lo
4,close,med,-routine,Subj250,English,hi
4,wash,med,-routine,Subj250,English,hi
4,roll,med,+routine,Subj250,English,hi
4,taste,med,+routine,Subj250,English,hi
3,crush,lo,-routine,Subj251,English,med
4,manufacture,lo,+routine,Subj251,English,med
4,distribute,lo,-routine,Subj251,English,med
4,transport,lo,-routine,Subj251,English,med
3,repay,hi,+routine,Subj251,English,med
4,book,hi,-routine,Subj251,English,med
4,ring,hi,-routine,Subj251,English,med
4,scramble,hi,+routine,Subj251,English,med
5,butcher,med,-routine,Subj252,English,lo
5,demolish,med,+routine,Subj252,English,lo
4,whitewash,med,+routine,Subj252,English,lo
4,replenish,med,+routine,Subj252,English,lo
3,close,med,+routine,Subj252,English,hi
5,wash,med,+routine,Subj252,English,hi
5,roll,med,-routine,Subj252,English,hi
4,taste,med,-routine,Subj252,English,hi
5,crush,lo,-routine,Subj253,English,med
5,manufacture,lo,+routine,Subj253,English,med
5,distribute,lo,+routine,Subj253,English,med
4,transport,lo,+routine,Subj253,English,med
4,repay,hi,-routine,Subj253,English,med
4,book,hi,-routine,Subj253,English,med
4,ring,hi,+routine,Subj253,English,med
4,scramble,hi,+routine,Subj253,English,med
4,butcher,med,+routine,Subj254,English,lo
5,demolish,med,+routine,Subj254,English,lo
4,whitewash,med,-routine,Subj254,English,lo
4,replenish,med,+routine,Subj254,English,lo
3,close,med,-routine,Subj254,English,hi
5,wash,med,+routine,Subj254,English,hi
3,roll,med,-routine,Subj254,English,hi
3,taste,med,+routine,Subj254,English,hi
5,crush,lo,+routine,Subj255,English,med
5,manufacture,lo,+routine,Subj255,English,med
4,distribute,lo,-routine,Subj255,English,med
5,transport,lo,+routine,Subj255,English,med
5,repay,hi,-routine,Subj255,English,med
5,book,hi,+routine,Subj255,English,med
4,ring,hi,+routine,Subj255,English,med
4,scramble,hi,+routine,Subj255,English,med
4,butcher,med,+routine,Subj256,English,lo
5,demolish,med,+routine,Subj256,English,lo
4,whitewash,med,+routine,Subj256,English,lo
3,replenish,med,+routine,Subj256,English,lo
5,close,med,+routine,Subj256,English,hi
5,wash,med,+routine,Subj256,English,hi
4,roll,med,-routine,Subj256,English,hi
1,taste,med,-routine,Subj256,English,hi
5,butcher,med,+routine,Subj257,English,lo
5,demolish,med,-routine,Subj257,English,lo
5,whitewash,med,+routine,Subj257,English,lo
4,replenish,med,-routine,Subj257,English,lo
5,close,med,+routine,Subj257,English,hi
5,wash,med,+routine,Subj257,English,hi
4,roll,med,-routine,Subj257,English,hi
4,taste,med,+routine,Subj257,English,hi
3,crush,lo,-routine,Subj258,English,med
2,manufacture,lo,-routine,Subj258,English,med
2,distribute,lo,+routine,Subj258,English,med
2,transport,lo,+routine,Subj258,English,med
4,repay,hi,-routine,Subj258,English,med
3,book,hi,-routine,Subj258,English,med
4,ring,hi,-routine,Subj258,English,med
2,scramble,hi,+routine,Subj258,English,med
3,crush,lo,-routine,Subj259,English,med
4,manufacture,lo,+routine,Subj259,English,med
3,distribute,lo,+routine,Subj259,English,med
3,transport,lo,+routine,Subj259,English,med
4,repay,hi,-routine,Subj259,English,med
4,book,hi,+routine,Subj259,English,med
3,ring,hi,-routine,Subj259,English,med
4,scramble,hi,-routine,Subj259,English,med
1,butcher,med,-routine,Subj260,English,lo
1,demolish,med,+routine,Subj260,English,lo
1,whitewash,med,+routine,Subj260,English,lo
1,replenish,med,-routine,Subj260,English,lo
1,close,med,-routine,Subj260,English,hi
1,wash,med,+routine,Subj260,English,hi
1,roll,med,+routine,Subj260,English,hi
1,taste,med,+routine,Subj260,English,hi
